Name,ID,Pos,Squad,Min
McNeil Dwight,fc15fb84,"['RM', 'RW', 'RW', 'FW', 'RW', 'LW', 'LW', 'RM', 'LW', 'RW', 'RM', 'LW', 'LB', 'LW', 'LW', 'LW', 'LW', 'RW', 'LW', 'RW', 'WB', 'RW', 'LW', 'LW', 'LM', 'LW', 'LW', 'RM', 'LW', 'LM', 'LM', 'LM', 'LM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LB', 'LB', 'WB', 'CM', 'RM', 'LW', 'LM', 'LM', 'LM', 'LM', 'LM', 'LM', 'LM', 'LM', 'LM', 'LM', 'LM', 'LB', 'DM']",['Everton'],3790.0
McTominay Scott,d93c2511,"['RM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'FW', 'DM', 'DM', 'CM', 'AM', 'DM', 'AM', 'RW', 'AM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'AM', 'AM', 'DM', 'CM', 'DM', 'DM', 'CB', 'DM', 'CB', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'FW', 'CM', 'DM', 'CM', 'CM', 'CM', 'FW', 'DM', 'RM', 'DM', 'FW', 'DM', 'DM', 'AM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'AM', 'FW', 'DM', 'CM', 'RM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'AM', 'DM']","['sct Scotland', 'Manchester Utd', 'eng Manchester Utd']",4178.0
Mcatee James,96593e89,"['AM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'FW', 'WB', 'LM', 'DM', 'DM', 'WB', 'AM', 'AM', 'CM', 'AM', 'AM', 'AM', 'CM', 'LM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'WB', 'CM', 'CB', 'CM', 'CB', 'CM', 'CM', 'AM', 'AM', 'AM', 'AM', 'AM', 'CM', 'AM', 'AM', 'CM', 'CM', 'CM', 'FW', 'AM', 'DM', 'RB', 'CM', 'AM', 'CM', 'CM', 'RM', 'RM', 'AM', 'AM', 'AM', 'CM', 'LM', 'AM', 'RM', 'RM']","['Sheffield Utd', 'Manchester City']",3262.0
Mee Ben,8df7a2fb,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']",['Brentford'],4036.0
Mejbri Hannibal,ca22ccb0,"['FW', 'FW', 'CM', 'AM', 'AM', 'CM', 'AM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'AM', 'RM', 'RW', 'CM', 'FW', 'CM', 'LM', 'FW', 'CM', 'CM', 'AM', 'CM', 'CM', 'CM', 'FW', 'CM', 'FW', 'LM', 'AM', 'LW', 'LW', 'DM', 'LW', 'FW', 'AM', 'AM', 'CM', 'LM', 'AM', 'AM', 'CM', 'AM', 'LW', 'AM', 'RM', 'FW', 'AM', 'LW']","['tn Tunisia', 'Manchester Utd', 'eng Manchester Utd', 'Birmingham City']",2661.0
Melo Arthur,48b3dd60,"['CM', 'CM', 'RM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'CM', 'RM', 'DM', 'LM', 'LM']","['eng Liverpool', 'it Fiorentina', 'Liverpool', 'Fiorentina']",1557.0
Metcalfe Jenson,5c2595e2,"['CB', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM', 'CM', 'CM', 'AM', 'CM', 'CB', 'CM', 'DM']",['Everton'],1177.0
Miley Lewis,2c6835e5,"['AM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'AM', 'LM', 'CM', 'CM', 'CM', 'CM', 'CM', 'RM', 'RM', 'RM', 'RM', 'LM', 'LM', 'CM', 'LM', 'RM', 'RM']","['Newcastle Utd', 'Newcastle United', 'eng Newcastle Utd']",1780.0
Milivojević Luka,2ce2508a,"['DM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM', 'LM', 'DM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM']",['Crystal Palace'],722.0
Mills Stanley,c0a454d5,"['AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'CM', 'RM', 'DM', 'CM', 'RM', 'AM', 'AM', 'AM', 'FW', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'DM', 'AM', 'AM', 'AM', 'RM', 'AM']","['Everton', 'Oxford United']",2103.0
Milner James,2f90f6b8,"['LM', 'LM', 'LM', 'LM', 'RB', 'RB', 'RB', 'DM', 'RB', 'LM', 'LB', 'RB', 'CB', 'LM', 'RB', 'RB', 'LM', 'RM', 'RM', 'RB', 'CM', 'RM', 'LM', 'LM', 'RB', 'CM', 'RB', 'LM', 'LM', 'RM', 'LM', 'LM', 'LM', 'LM', 'RM', 'CM', 'LM', 'RM', 'LB', 'LM', 'LW', 'DM', 'RB', 'LM', 'RM', 'RB', 'RB', 'RB', 'RB', 'RB', 'LM', 'LB', 'RB', 'LM', 'CM', 'LB', 'LB', 'AM', 'LB', 'RB', 'RB', 'LB', 'LB', 'FW', 'LB', 'RB']","['eng Liverpool', 'eng Brighton', 'Liverpool', 'Brighton']",1899.0
Mina Yerry,6d5701f2,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Everton', 'it Fiorentina', 'co Colombia', 'Fiorentina']",1114.0
Mings Tyrone,8397a50c,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']",['Aston Villa'],3240.0
Mitchell Tyrick,5cbd1eb0,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'DM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']",['Crystal Palace'],4548.0
Mitoma Kaoru,74618572,"['WB', 'LW', 'LM', 'LW', 'LW', 'LW', 'LW', 'AM', 'WB', 'LW', 'LM', 'WB', 'RM', 'LW', 'LW', 'LM', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'WB', 'LM', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'LW', 'LW', 'AM', 'LW', 'LM', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'LW', 'LW', 'RW', 'LW', 'LM', 'LM', 'DM', 'AM', 'LM', 'LM', 'LM', 'AM', 'AM', 'AM', 'AM', 'AM', 'LM', 'AM', 'FW', 'FW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'LW', 'WB', 'LM', 'LW', 'LM', 'LW', 'LW', 'LW', 'LW', 'LM', 'AM', 'LW', 'AM', 'LW', 'LM', 'LM', 'LW', 'LW', 'LW']","['jp Japan', 'eng Brighton', 'Brighton']",5135.0
Moder Jakub,f230bc30,"['CM', 'DM', 'DM', 'DM']",['Brighton'],97.0
Mohammed Kudus,b62878a5,"['LW', 'LW', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'AM', 'FW', 'FW', 'LM', 'LW', 'FW', 'RM', 'FW', 'FW', 'FW', 'CM', 'LM', 'RM', 'CM', 'RW', 'RW', 'RW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RW', 'FW', 'FW', 'AM', 'AM', 'FW', 'RW', 'FW', 'FW', 'RM', 'FW', 'CM', 'RW', 'FW', 'AM', 'CM', 'FW', 'RW', 'LM', 'RW', 'AM', 'RW', 'AM', 'RW', 'AM', 'FW', 'FW', 'RW', 'FW', 'AM', 'AM', 'AM', 'RM', 'RW', 'RW', 'RW', 'AM', 'FW', 'RM', 'AM', 'FW', 'RW', 'RM', 'AM', 'RW', 'AM', 'AM', 'RW', 'AM', 'AM', 'RW', 'AM', 'RW']","['West Ham', 'nl Ajax', 'Ajax', 'eng West Ham', 'gh Ghana']",4654.0
Moran Andrew,c4720845,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'RW', 'AM', 'AM', 'FW', 'FW', 'CM', 'CM', 'LW', 'LW', 'LW', 'LW', 'RW', 'AM', 'CM', 'CM', 'LM', 'LM', 'LM', 'LW', 'RW', 'RW', 'RW', 'RW', 'AM', 'DM', 'AM', 'AM', 'AM']","['Blackburn', 'Brighton']",3174.0
Moreira Diego,12de1b0d,"['DM', 'FW', 'RM', 'LM', 'LW', 'LW', 'LW', 'LW', 'AM']","['Lyon', 'Chelsea']",426.0
Moreno Álex,16e9d0ea,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'AM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']","['eng Aston Villa', 'es Betis', 'Aston Villa', 'Betis']",2917.0
Mosquera Yerson,1e159d70,"['CB', 'CB', 'CM', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB']","['FC Cincinnati', 'Wolverhampton Wanderers', 'co Colombia']",3061.0
Mount Mason,9674002f,"['RW', 'CM', 'AM', 'CM', 'LM', 'LM', 'RM', 'AM', 'CM', 'CM', 'FW', 'CM', 'AM', 'LM', 'AM', 'AM', 'CM', 'AM', 'DM', 'AM', 'RM', 'LM', 'AM', 'LW', 'LM', 'LW', 'AM', 'LM', 'CM', 'LM', 'LW', 'LM', 'AM', 'LM', 'LW', 'LW', 'FW', 'AM', 'AM', 'FW', 'AM', 'AM', 'CM', 'CM', 'LM', 'AM', 'AM', 'LW', 'RM', 'AM', 'AM', 'AM', 'LM', 'RM', 'FW', 'LM', 'AM', 'CM', 'DM', 'AM', 'DM', 'AM', 'RW', 'LW', 'AM', 'DM', 'CM', 'DM', 'DM', 'LM', 'DM', 'FW']","['eng Chelsea', 'Manchester Utd', 'eng Manchester Utd', 'eng England', 'Chelsea']",3170.0
Moura Lucas,2b622f01,"['AM', 'RB', 'FW', 'AM', 'AM', 'AM', 'WB', 'AM', 'LW', 'FW', 'FW', 'AM', 'AM', 'AM', 'RM', 'AM', 'AM', 'AM', 'WB', 'RM', 'FW', 'RM', 'LM', 'AM', 'WB', 'RW', 'FW', 'FW', 'DM', 'RW', 'AM', 'RW', 'LW', 'FW', 'AM', 'RW', 'LM', 'AM', 'FW', 'AM', 'RW', 'RW', 'RW', 'AM', 'LW', 'AM', 'AM']","['Tottenham', 'eng Tottenham', 'São Paulo', 'Tottenham Hotspur', 'br São Paulo']",1768.0
Moutinho João,f5a00fa4,"['CM', 'LM', 'LM', 'LM', 'AM', 'CM', 'LM', 'CM', 'DM', 'DM', 'DM', 'DM', 'AM', 'CM', 'LM', 'CM', 'LM', 'RM', 'AM', 'RM', 'AM', 'AM', 'AM', 'FW', 'AM', 'RW', 'AM', 'DM', 'LM', 'CB', 'AM', 'LM', 'CM', 'AM', 'CM', 'LM', 'FW', 'CM', 'AM', 'AM', 'CM', 'CM', 'CM', 'CM', 'AM', 'DM', 'DM', 'RW', 'DM', 'DM', 'FW', 'DM', 'CM', 'RM', 'DM', 'DM', 'DM', 'DM', 'AM', 'DM', 'RM', 'DM', 'DM']","['pt Braga', 'Braga', 'pt Portugal', 'Wolves']",2725.0
Mubama Divin,92868cb5,"['FW', 'FW', 'FW', 'RM', 'CM', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'LW']","['West Ham', 'eng West Ham', 'West Ham United']",1924.0
Mudryk Mykhailo,049a888d,"['RW', 'LW', 'RW', 'LW', 'RW', 'AM', 'WB', 'LM', 'LW', 'AM', 'AM', 'CM', 'LW', 'LW', 'LW', 'LW', 'RW', 'WB', 'LW', 'FW', 'LW', 'AM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'AM', 'FW', 'FW', 'LM', 'LM', 'LW', 'FW', 'LM', 'LM', 'LM', 'LM', 'AM', 'WB', 'LM', 'LM', 'AM', 'LW', 'WB', 'AM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'AM', 'LW', 'FW', 'LW', 'LW', 'LW', 'AM', 'AM', 'AM', 'AM', 'LW']","['Shakhtar', 'eng Chelsea', 'ua Ukraine', 'ua Shakhtar', 'Chelsea']",3817.0
Mundle Romaine,597610cd,"['LM', 'RM', 'RM', 'LM', 'AM', 'LW', 'AM', 'FW', 'FW', 'FW', 'RW', 'FW', 'RW', 'FW', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'DM', 'FW', 'LW', 'RW', 'RW', 'FW', 'FW', 'LM']","['Tottenham Hotspur', 'Standard Liège', 'Royal Standard de Liège U23']",2290.0
Murphy Alex,f1c42eb3,"['CB', 'CB', 'CB', 'CB', 'DM', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LW', 'LB']","['Newcastle Utd', 'Newcastle United']",1590.0
Murphy Jacob,de112b84,"['LW', 'LM', 'LW', 'RW', 'RW', 'LW', 'RW', 'RW', 'RW', 'LW', 'RW', 'LW', 'FW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LW', 'LW', 'RW', 'LM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RB', 'RW', 'RW', 'LW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RM', 'RM', 'FW', 'FW', 'RW', 'RW', 'RW', 'FW', 'RW', 'LW', 'RW', 'RW', 'FW', 'RW', 'RM', 'LM']","['Newcastle Utd', 'eng Newcastle Utd']",1698.0
Mwepu Enock,1d5cab82,"['LW', 'AM', 'AM', 'FW', 'RW', 'FW', 'FW', 'CM', 'FW']",['Brighton'],213.0
Mykolenko Vitaliy,30d4a2e5,"['LB', 'CB', 'LM', 'LB', 'LM', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'WB', 'WB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'LB', 'LM', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'DM', 'LB', 'LB', 'LB', 'LB']","['ua Ukraine', 'Everton']",5058.0
Ndiweni Michael,8aff2b51,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['Newcastle Utd', 'Newcastle United']",461.0
Nelson Reiss,c5bdb6e3,"['RW', 'LW', 'RW', 'LW', 'RW', 'LW', 'LW', 'RW', 'LW', 'LW', 'RW', 'RW', 'RW', 'LW', 'RW', 'LM', 'LW', 'LW', 'RW', 'RW', 'LW', 'AM', 'LW', 'LW', 'RW', 'LW', 'RW', 'CM', 'RW', 'LB', 'LW', 'FW', 'LW', 'FW', 'LW', 'RW', 'RW']","['Arsenal', 'eng Arsenal']",989.0
Neto Pedro,7ba2eaa9,"['LW', 'LW', 'WB', 'LW', 'RW', 'RW', 'RM', 'RW', 'AM', 'AM', 'FW', 'LW', 'FW', 'AM', 'RW', 'RW', 'AM', 'LM', 'CM', 'LB', 'FW', 'RW', 'RM', 'FW', 'LM', 'LM', 'RM', 'RW', 'RM', 'RM', 'LM', 'LW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RM']","['Wolverhampton Wanderers', 'Wolves']",1940.0
Neves Rúben,44bfb6c5,"['DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CB', 'CM', 'CB', 'DM', 'DM', 'DM', 'DM', 'CM', 'CM', 'RM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'CM', 'LM', 'CM', 'DM', 'CM', 'DM', 'DM', 'CM', 'RM', 'CM', 'DM', 'DM', 'RM', 'RM', 'CM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'RM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CB']","['Al-Hilal', 'pt Portugal', 'Wolves']",5501.0
Nketiah Eddie,a53649b7,"['FW', 'FW', 'LW', 'FW', 'AM', 'FW', 'FW', 'FW', 'LM', 'LW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'LW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'LW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RM', 'FW', 'FW', 'FW', 'FW']","['Arsenal', 'eng Arsenal']",2990.0
Nkunku Christopher,7c56da38,"['FW', 'FW', 'FW', 'CM', 'FW', 'FW', 'RW', 'LW', 'AM', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'LM', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'LW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'LM', 'FW', 'AM', 'LW', 'AM', 'AM', 'AM', 'AM', 'FW', 'FW']","['RB Leipzig', 'fr France', 'de RB Leipzig']",2860.0
Nunes Matheus,e6af02e0,"['CM', 'CM', 'CM', 'RM', 'RM', 'RM', 'LW', 'RM', 'CM', 'LM', 'CM', 'DM', 'AM', 'AM', 'AM', 'AM', 'LM', 'LM', 'CM', 'DM', 'LM', 'CM', 'DM', 'DM', 'CM', 'RM', 'LM', 'DM', 'LM', 'DM', 'LW', 'DM', 'LM', 'AM', 'CM', 'CM', 'DM', 'LW', 'DM', 'RM', 'CM', 'RM', 'CM', 'RM', 'RW', 'LM', 'RM', 'LM', 'LW', 'RM', 'AM', 'LM', 'RM', 'FW', 'RM', 'CM', 'DM', 'RM', 'CM', 'LM', 'AM', 'CM', 'LM', 'CM', 'DM', 'DM', 'CM', 'DM', 'LM', 'AM', 'CM', 'DM', 'RM', 'DM', 'RW', 'CM', 'CM', 'AM']","['pt Portugal', 'Sporting CP', 'Wolves', 'eng Manchester City', 'Manchester City']",3678.0
Nwaneri Ethan,7f94982c,"['CM', 'RW', 'CM', 'CM', 'AM', 'CM', 'CM', 'CM', 'CM', 'CM']",['Arsenal'],655.0
Nyoni Trey,1d3b3d77,['CM'],['Liverpool'],90.0
Nørgaard Christian,df0a4c90,"['CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM']","['dk Denmark', 'Brentford']",3565.0
Núñez Darwin,4d77b365,"['FW', 'FW', 'FW', 'LW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'LW', 'LW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'LW', 'LW', 'LW', 'LW', 'FW', 'FW', 'LW', 'FW', 'LW', 'LW', 'RW', 'FW', 'FW', 'LW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW']","['eng Liverpool', 'uy Uruguay', 'Liverpool']",4274.0
O'Mahony Mark,a3afdd69,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']",['Brighton'],1191.0
O'Shea Dara,1d042188,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RM', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['West Brom', 'ie Rep. of Ireland', 'Burnley']",5692.0
Obafemi Michael,caa1a7f0,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RM', 'FW', 'FW', 'CM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'RW', 'RB', 'DM', 'LW', 'RW', 'RW', 'FW', 'FW', 'RW', 'LW', 'FW', 'LB', 'AM', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'CM', 'FW']","['ie Rep. of Ireland', 'Burnley', 'Swansea City']",1810.0
Odobert Wilson,35516eac,"['CB', 'AM', 'RM', 'LB', 'RM', 'RM', 'FW', 'RM', 'LM', 'RM', 'LM', 'CM', 'RM', 'LW', 'LM', 'LM', 'LM', 'LW', 'LW', 'LW', 'RW', 'FW', 'AM', 'CM', 'AM', 'LM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'LW', 'LW', 'LW', 'LW', 'LM', 'RB', 'CM', 'LM', 'LM', 'LW']","['Troyes', 'Burnley']",2173.0
Offiah Odeluga,65c3efa2,"['LB', 'CB', 'RB', 'CB', 'RB', 'RB', 'CB', 'CB', 'RB', 'CB', 'CB', 'RB', 'RB', 'RB', 'RB', 'DM', 'RM']","['Hearts', 'Brighton']",1196.0
Ogbonna Angelo,74b2cd7e,"['CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'FW', 'CB', 'CB', 'RW', 'CB', 'CB', 'CB', 'CB']","['West Ham', 'eng West Ham', 'West Ham United']",2798.0
Okoflex Armstrong,ab77d10d,"['LM', 'AM', 'AM', 'LM', 'AM', 'WB', 'AM', 'WB', 'WB', 'RW', 'LW', 'WB', 'AM', 'RB', 'WB', 'LW', 'CB', 'LW', 'AM', 'AM']","['West Ham United', 'Swansea City']",729.0
Ola-Adebomi Ademola,efacf4fd,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']",['Crystal Palace'],1469.0
Olakigbe Michael,cdd70dc0,"['LM', 'FW', 'WB', 'FW', 'RB', 'FW']",['Brentford'],102.0
Olise Michael,c4486bac,"['CM', 'RW', 'RM', 'RM', 'RM', 'CM', 'RW', 'RW', 'RW', 'RM', 'RM', 'RW', 'RW', 'RW', 'RM', 'RW', 'AM', 'RM', 'RM', 'RW', 'CM', 'AM', 'RW', 'RM', 'RW', 'RW', 'RM', 'AM', 'RM', 'AM', 'AM', 'RW', 'RW', 'RM', 'RW', 'RM', 'RW', 'AM', 'RM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'FW', 'AM', 'CM', 'RW', 'RM', 'RW', 'RW', 'RW', 'RM', 'RW', 'RM', 'RW']",['Crystal Palace'],3398.0
Onana Amadou,828657ff,"['DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'RM', 'CM', 'RM', 'LM', 'CM', 'CM', 'LM', 'DM', 'DM', 'LM', 'LM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'RM', 'DM', 'CM', 'DM', 'CM', 'LW', 'AM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM']","['be Belgium', 'Everton']",4583.0
Onyango Tyler,d86a1f3e,"['DM', 'DM', 'CM', 'CM', 'AM', 'AM', 'AM', 'CM', 'CM', 'CM', 'CM', 'AM', 'AM', 'DM', 'AM', 'CM', 'DM', 'CM']","['Everton', 'Burton Albion', 'FG Rovers']",1246.0
Onyeka Frank,2944f86f,"['CM', 'CM', 'RM', 'CM', 'RM', 'RM', 'CM', 'CM', 'RM', 'CM', 'DM', 'RM', 'CM', 'CM', 'CM', 'LM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'LM', 'RM', 'CM', 'DM', 'CM', 'CM', 'RM', 'CM', 'LM', 'CM', 'CM', 'CM', 'AM', 'CM', 'RM', 'CM', 'RM', 'CM', 'CM', 'RM', 'RM', 'RM', 'CM', 'CM', 'CM', 'CM']","['ng Nigeria', 'Brentford']",2005.0
